,examine,id,members,lowalch,limit,value,highalch,icon,name
222,Some ceremonial gloves dedicated to an ancient god.,26227,True,16000.0,8.0,40000.0,24000.0,Ancient ceremonial gloves.png,Ancient ceremonial gloves
223,Some ceremonial robes dedicated to an ancient god.,26223,True,32000.0,8.0,80000.0,48000.0,Ancient ceremonial legs.png,Ancient ceremonial legs
224,A ceremonial mask dedicated to an ancient god.,26225,True,20000.0,8.0,50000.0,30000.0,Ancient ceremonial mask.png,Ancient ceremonial mask
225,Some ceremonial robes dedicated to an ancient god.,26221,True,40000.0,8.0,100000.0,60000.0,Ancient ceremonial top.png,Ancient ceremonial top
226,Ancient blessed dragonhide chaps.,12494,True,2400.0,8.0,6000.0,3600.0,Ancient chaps.png,Ancient chaps
227,An Ancient cloak.,12197,True,800.0,8.0,2000.0,1200.0,Ancient cloak.png,Ancient cloak
228,Ancient blessed dragonhide coif.,12496,True,800.0,8.0,2000.0,1200.0,Ancient coif.png,Ancient coif
229,An Ancient crozier.,12199,True,2000.0,8.0,5000.0,3000.0,Ancient crozier.png,Ancient crozier
230,An ancient crystal containing magical energy.,21804,True,100000.0,250.0,250000.0,150000.0,Ancient crystal.png,Ancient crystal
231,Ancient blessed dragonhide body armour.,12492,True,5200.0,8.0,13000.0,7800.0,Ancient d'hide body.png,Ancient d'hide body
232,Ancient blessed dragonhide boots.,19921,True,3720.0,8.0,9300.0,5580.0,Ancient d'hide boots.png,Ancient d'hide boots
233,Ancient blessed wooden shield covered in dragon leather.,23197,True,11333.0,8.0,28334.0,17000.0,Ancient d'hide shield.png,Ancient d'hide shield
234,"A set containing an ancient dragonhide coif, body, chaps and bracers.",13171,True,3800.0,8.0,9500.0,5700.0,Ancient dragonhide set.png,Ancient dragonhide set
235,"A mysterious artifact of ancient times, very precious to emblem traders.",22302,True,3200000.0,250.0,8000000.0,4800000.0,Ancient effigy.png,Ancient effigy
236,"A mysterious artifact of ancient times, of some value to emblem traders.",21807,True,200000.0,250.0,500000.0,300000.0,Ancient emblem.png,Ancient emblem
237,Pure magical energy filled with a dark power.,27616,True,11.0,300000.0,28.0,16.0,Ancient essence 500.png,Ancient essence
238,Rune full helmet in the colours of a long-forgotten god.,12466,False,14080.0,8.0,35200.0,21120.0,Ancient full helm.png,Ancient full helm
239,"A mysterious, heavy sword.",26233,True,500000.0,8.0,1250000.0,750000.0,Ancient godsword.png,Ancient godsword
240,Brimming with potential.,26370,True,200000.0,,500000.0,300000.0,Ancient hilt.png,Ancient hilt
241,Rune kiteshield in the colours of a long-forgotten god.,12468,False,21760.0,8.0,54400.0,32640.0,Ancient kiteshield.png,Ancient kiteshield
242,It has ancient goblin symbols on it.,11061,True,400.0,8.0,1000.0,600.0,Ancient mace.png,Ancient mace
243,"A mysterious artifact of ancient times, precious to emblem traders.",22299,True,1600000.0,250.0,4000000.0,2400000.0,Ancient medallion.png,Ancient medallion
244,An Ancient mitre.,12203,True,2000.0,8.0,5000.0,3000.0,Ancient mitre.png,Ancient mitre
245,One dose of fishy ancient brew.,26353,True,50.0,,125.0,75.0,Ancient mix(1).png,Ancient mix(1)
246,Two doses of fishy ancient brew.,26350,True,60.0,,150.0,90.0,Ancient mix(2).png,Ancient mix(2)
247,This seems to have been torn from a book...,12621,True,160.0,5.0,400.0,240.0,Ancient page 1.png,Ancient page 1
248,This seems to have been torn from a book...,12622,True,160.0,5.0,400.0,240.0,Ancient page 2.png,Ancient page 2
249,This seems to have been torn from a book...,12623,True,160.0,5.0,400.0,240.0,Ancient page 3.png,Ancient page 3
250,This seems to have been torn from a book...,12624,True,160.0,5.0,400.0,240.0,Ancient page 4.png,Ancient page 4
251,Rune platebody in the colours of a long-forgotten god.,12460,False,26000.0,8.0,65000.0,39000.0,Ancient platebody.png,Ancient platebody
252,Rune platelegs in the colours of a long-forgotten god.,12462,False,25600.0,8.0,64000.0,38400.0,Ancient platelegs.png,Ancient platelegs
253,Rune plateskirt in the colours of a long-forgotten god.,12464,False,25600.0,8.0,64000.0,38400.0,Ancient plateskirt.png,Ancient plateskirt
254,"A mysterious artifact of ancient times, emblem traders will pay you extremely handsomely for this.",22305,True,6400000.0,250.0,16000000.0,9600000.0,Ancient relic.png,Ancient relic
255,Leggings from the Ancient Vestments.,12195,True,2800.0,8.0,7000.0,4200.0,Ancient robe legs.png,Ancient robe legs
256,Ancient Vestments.,12193,True,2800.0,8.0,7000.0,4200.0,Ancient robe top.png,Ancient robe top
257,"A set containing a full helm, platebody, legs and kiteshield.",13060,False,32000.0,8.0,80000.0,48000.0,Ancient rune armour set (lg).png,Ancient rune armour set (lg)
258,"A set containing a full helm, platebody, skirt and kiteshield.",13062,False,32000.0,8.0,80000.0,48000.0,Ancient rune armour set (sk).png,Ancient rune armour set (sk)
259,A magical staff of ancient origin...,4675,True,40000.0,70.0,100000.0,60000.0,Ancient staff.png,Ancient staff
260,"A mysterious artifact of ancient times, of substantial value to emblem traders.",21813,True,800000.0,250.0,2000000.0,1200000.0,Ancient statuette.png,Ancient statuette
261,An Ancient stole.,12201,True,1000.0,8.0,2500.0,1500.0,Ancient stole.png,Ancient stole
262,"A mysterious artifact of ancient times, of reasonable value to emblem traders.",21810,True,400000.0,250.0,1000000.0,600000.0,Ancient totem.png,Ancient totem
263,A magical shield with a wyvern visage.,21634,True,800000.0,8.0,2000000.0,1200000.0,Ancient wyvern shield (uncharged).png,Ancient wyvern shield
264,A salmon pink paint. This might look good on a boat.,32096,True,1.0,,1.0,1.0,Angler's paint.png,Angler's paint
265,I hope this tastes better than it looks.,13441,True,180.0,10000.0,450.0,270.0,Anglerfish.png,Anglerfish
266,Use on a necklace of anguish to make it look fancier!,22246,True,2000.0,4.0,5000.0,3000.0,Anguish ornament kit.png,Anguish ornament kit
267,These gloves will make your flesh transparent.,20101,True,1.0,4.0,1.0,1.0,Ankou gloves.png,Ankou gloves
268,This mask will make your flesh transparent.,20095,True,1.0,4.0,1.0,1.0,Ankou mask.png,Ankou mask
269,These socks will make your flesh transparent.,20107,True,1.0,4.0,1.0,1.0,Ankou socks.png,Ankou socks
270,This top will make your flesh transparent.,20098,True,1.0,4.0,1.0,1.0,Ankou top.png,Ankou top
271,These leggings will make your flesh transparent.,20104,True,1.0,4.0,1.0,1.0,Ankou's leggings.png,Ankou's leggings
272,"A teleport to Annakarl, in level 46 Wilderness.",12775,True,1.0,10000.0,1.0,1.0,Annakarl teleport (tablet).png,Annakarl teleport (tablet)
273,Take this to an estate agent and ask them to redecorate your player-owned house for a Wilderness theme.,33015,True,,,,,Annihilation blueprints.png,Annihilation blueprints
274,A scroll which unlocks the Deadman: Annihilation home teleport animation.,33018,True,,,,,Annihilation teleport scroll.png,Annihilation teleport scroll
275,"Take this to Nigel to give the Toxic Staff of the Dead, Bow of Faerdhinen (c) or Crystal armour a cosmetic theme from Deadman: Annihilation.",33012,True,,,,,Annihilation weapon scroll.png,Annihilation weapon scroll
276,This provides partial protection from dragonbreath attacks.,1540,False,8.0,125.0,20.0,12.0,Anti-dragon shield.png,Anti-dragon shield
277,A special salt used by experienced hunters to remove their sent from traps.,31712,True,4.0,,11.0,6.0,Anti-odour salt.png,Anti-odour salt
278,One dose of fishy super antipoison potion.,11475,True,57.0,2000.0,144.0,86.0,Anti-poison supermix(1).png,Anti-poison supermix(1)
279,Two doses of fishy super antipoison potion.,11473,True,86.0,2000.0,216.0,129.0,Anti-poison supermix(2).png,Anti-poison supermix(2)
280,1 dose of antivenom potion.,12911,True,44.0,2000.0,110.0,66.0,Anti-venom(1).png,Anti-venom(1)
281,2 doses of antivenom potion.,12909,True,88.0,2000.0,220.0,132.0,Anti-venom(2).png,Anti-venom(2)
282,3 doses of antivenom potion.,12907,True,132.0,2000.0,330.0,198.0,Anti-venom(3).png,Anti-venom(3)
283,4 doses of antivenom potion.,12905,True,176.0,2000.0,440.0,264.0,Anti-venom(4).png,Anti-venom(4)
284,1 dose of super antivenom potion.,12919,True,44.0,2000.0,111.0,66.0,Anti-venom+(1).png,Anti-venom+(1)
285,2 doses of super antivenom potion.,12917,True,88.0,2000.0,222.0,133.0,Anti-venom+(2).png,Anti-venom+(2)
286,3 doses of super antivenom potion.,12915,True,133.0,2000.0,333.0,199.0,Anti-venom+(3).png,Anti-venom+(3)
287,4 doses of super antivenom potion.,12913,True,177.0,2000.0,444.0,266.0,Anti-venom+(4).png,Anti-venom+(4)
288,One dose of fishy extra strength antidote potion.,11503,True,57.0,2000.0,144.0,86.0,Antidote+ mix(1).png,Antidote+ mix(1)
289,Two doses of fishy extra strength antidote potion.,11501,True,86.0,2000.0,216.0,129.0,Antidote+ mix(2).png,Antidote+ mix(2)
290,1 dose of extra strong antipoison potion.,5949,True,57.0,4000.0,144.0,86.0,Antidote+(1).png,Antidote+(1)
291,2 doses of extra strong antipoison potion.,5947,True,86.0,4000.0,216.0,129.0,Antidote+(2).png,Antidote+(2)
292,3 doses of extra strong antipoison potion.,5945,True,115.0,4000.0,288.0,172.0,Antidote+(3).png,Antidote+(3)
293,4 doses of extra strong antipoison potion.,5943,True,144.0,4000.0,360.0,216.0,Antidote+(4).png,Antidote+(4)
294,1 dose of super strong antipoison potion.,5958,True,57.0,4000.0,144.0,86.0,Antidote++(1).png,Antidote++(1)
295,2 doses of super strong antipoison potion.,5956,True,86.0,4000.0,216.0,129.0,Antidote++(2).png,Antidote++(2)
296,3 doses of super strong antipoison potion.,5954,True,115.0,4000.0,288.0,172.0,Antidote++(3).png,Antidote++(3)
297,4 doses of super strong antipoison potion.,5952,True,144.0,4000.0,360.0,216.0,Antidote++(4).png,Antidote++(4)
298,One dose of fishy anti-firebreath potion.,11507,True,52.0,2000.0,132.0,79.0,Antifire mix(1).png,Antifire mix(1)
299,Two doses of fishy anti-firebreath potion.,11505,True,79.0,2000.0,198.0,118.0,Antifire mix(2).png,Antifire mix(2)
300,1 dose of anti-firebreath potion.,2458,True,52.0,2000.0,132.0,79.0,Antifire potion(1).png,Antifire potion(1)
301,2 doses of anti-firebreath potion.,2456,True,79.0,2000.0,198.0,118.0,Antifire potion(2).png,Antifire potion(2)
302,3 doses of anti-firebreath potion.,2454,True,105.0,2000.0,264.0,158.0,Antifire potion(3).png,Antifire potion(3)
303,4 doses of anti-firebreath potion.,2452,True,132.0,2000.0,330.0,198.0,Antifire potion(4).png,Antifire potion(4)
304,One dose of fishy antipoison potion.,11435,True,57.0,2000.0,144.0,86.0,Antipoison mix(1).png,Antipoison mix(1)
305,Two doses of fishy antipoison potion.,11433,True,86.0,2000.0,216.0,129.0,Antipoison mix(2).png,Antipoison mix(2)
306,1 dose of antipoison potion.,179,False,57.0,2000.0,144.0,86.0,Antipoison(1).png,Antipoison(1)
307,2 doses of antipoison potion.,177,False,86.0,2000.0,216.0,129.0,Antipoison(2).png,Antipoison(2)
308,3 doses of antipoison potion.,175,False,115.0,2000.0,288.0,172.0,Antipoison(3).png,Antipoison(3)
309,4 doses of antipoison potion.,2446,False,144.0,2000.0,360.0,216.0,Antipoison(4).png,Antipoison(4)
310,Surprisingly flexible.,31081,True,40000.0,,100000.0,60000.0,Antler guard.png,Antler guard
311,A teleport to Ape Atoll.,19631,True,1.0,10000.0,1.0,1.0,Ape atoll teleport (tablet).png,Ape atoll teleport (tablet)
312,A bucket of apple mush.,5992,True,5.0,11000.0,13.0,7.0,Apple mush.png,Apple mush
313,Mmm Apple pie.,2323,False,12.0,10000.0,30.0,18.0,Apple pie.png,Apple pie
314,This sapling is ready to be replanted in a fruit tree patch.,5496,True,1.0,200.0,1.0,1.0,Apple sapling.png,Apple sapling
315,Plant in a plantpot of soil to grow a sapling.,5283,True,5.0,200.0,13.0,7.0,Apple tree seed 5.png,Apple tree seed
316,A fruit basket filled with apples.,5386,True,1.0,600.0,1.0,1.0,Apples(5).png,Apples(5)
317,An apprentice level wand.,6910,True,600.0,125.0,1500.0,900.0,Apprentice wand.png,Apprentice wand
318,An autoloading contraption made of aquanite bits. Slimy.,32879,True,3200.0,,8000.0,4800.0,Aquanite hopper.png,Aquanite hopper
319,A tendon. How nice.,32876,True,2000.0,,5000.0,3000.0,Aquanite tendon.png,Aquanite tendon
320,Boots that are surrounded with spider folicles. Great web resistance!,29806,True,60000.0,8.0,150000.0,90000.0,Aranea boots.png,Aranea boots
321,Looks spicy!,29784,True,200.0,11000.0,500.0,300.0,Araxyte venom sack.png,Araxyte venom sack
322,Scrawled words that can invoke the power of the gods.,21079,True,32000.0,5.0,80000.0,48000.0,Arcane prayer scroll.png,Arcane prayer scroll
323,A sigil in the shape of an arcane symbol.,12827,True,300000.0,5.0,750000.0,450000.0,Arcane sigil.png,Arcane sigil
324,An ethereal shield with an arcane sigil attached to it.,12825,True,800000.0,8.0,2000000.0,1200000.0,Arcane spirit shield.png,Arcane spirit shield
325,An ancient banner baring the mark of the Arceuus Elders.,20251,True,28.0,4.0,70.0,42.0,Arceuus banner.png,Arceuus banner
326,A rare hood from Arceuus.,20113,True,1.0,4.0,1.0,1.0,Arceuus hood.png,Arceuus hood
327,A teleport to the Arceuus Library,19613,True,1.0,10000.0,1.0,1.0,Arceuus library teleport (tablet).png,Arceuus library teleport (tablet)
328,A blue scarf adorned with a dark crystal.,19943,True,4000.0,4.0,10000.0,6000.0,Arceuus scarf.png,Arceuus scarf
329,This helmet is worn by archers.,3749,True,24000.0,70.0,60000.0,36000.0,Archer helm.png,Archer helm
330,The icon of an archer.,28298,True,3200.0,,8000.0,4800.0,Archer icon.png,Archer icon
331,A fabled ring that improves the wearer's skill with a bow...,6733,True,4000.0,8.0,10000.0,6000.0,Archers ring.png,Archers ring
332,I can exchange this for equipment.,1464,True,10.0,18000.0,25.0,15.0,Archery ticket.png,Archery ticket
333,Log cut from an arctic pine.,10810,True,14.0,11000.0,35.0,21.0,Arctic pine logs.png,Arctic pine logs
334,Arctic pine logs prepared with sacred oil for a funeral pyre.,10808,True,80.0,11000.0,200.0,120.0,Arctic pyre logs.png,Arctic pyre logs
335,A teleport to East Ardougne.,8011,True,1.0,10000.0,1.0,1.0,Ardougne teleport (tablet).png,Ardougne teleport (tablet)
336,A book about the Training Arena.,6891,True,1.0,15.0,1.0,1.0,Arena book.png,Arena book
337,Armadyl blessed dragonhide vambraces.,12506,True,1600.0,8.0,4000.0,2400.0,Armadyl bracers.png,Armadyl bracers
338,1 dose of Armadyl brewn.,31659,True,16.0,2000.0,40.0,24.0,Armadyl brew(1).png,Armadyl brew(1)
339,2 doses of Armadyl brew.,31656,True,36.0,2000.0,90.0,54.0,Armadyl brew(2).png,Armadyl brew(2)
340,3 doses of Armadyl brew.,31653,True,68.0,2000.0,170.0,102.0,Armadyl brew(3).png,Armadyl brew(3)
341,4 doses of Armadyl brew.,31650,True,100.0,2000.0,250.0,150.0,Armadyl brew(4).png,Armadyl brew(4)
342,A chainskirt of great craftsmanship.,11830,True,115960.0,8.0,289900.0,173940.0,Armadyl chainskirt.png,Armadyl chainskirt
343,Armadyl blessed dragonhide chaps.,12510,True,2400.0,8.0,6000.0,3600.0,Armadyl chaps.png,Armadyl chaps
344,Armour of great craftsmanship.,11828,True,116000.0,8.0,290000.0,174000.0,Armadyl chestplate.png,Armadyl chestplate
345,An Armadyl cloak.,12261,True,800.0,8.0,2000.0,1200.0,Armadyl cloak.png,Armadyl cloak
346,Armadyl blessed dragonhide coif.,12512,True,800.0,8.0,2000.0,1200.0,Armadyl coif.png,Armadyl coif
347,A weapon originally developed for Armadyl's forces.,11785,True,396000.0,8.0,990000.0,594000.0,Armadyl crossbow.png,Armadyl crossbow
348,An Armadyl crozier.,12263,True,2000.0,8.0,5000.0,3000.0,Armadyl crozier.png,Armadyl crozier
349,Armadyl blessed dragonhide body armour.,12508,True,5200.0,8.0,13000.0,7800.0,Armadyl d'hide body.png,Armadyl d'hide body
350,Armadyl blessed dragonhide boots.,19930,True,3720.0,8.0,9300.0,5580.0,Armadyl d'hide boots.png,Armadyl d'hide boots
351,Armadyl blessed wooden shield covered in dragon leather.,23200,True,11333.0,8.0,28334.0,17000.0,Armadyl d'hide shield.png,Armadyl d'hide shield
352,"A set containing an Armadyl dragonhide coif, body, chaps and bracers.",13169,True,3800.0,8.0,9500.0,5700.0,Armadyl dragonhide set.png,Armadyl dragonhide set
353,Rune full helmet in the colours of Armadyl.,12476,False,14080.0,8.0,35200.0,21120.0,Armadyl full helm.png,Armadyl full helm
354,"A beautiful, heavy sword.",11802,True,500000.0,8.0,1250000.0,750000.0,Armadyl godsword.png,Armadyl godsword
355,Use on an Armadyl godsword to make it look fancier!,20068,True,2000.0,4.0,5000.0,3000.0,Armadyl godsword ornament kit.png,Armadyl godsword ornament kit
356,A helmet of great craftsmanship.,11826,True,115600.0,8.0,289000.0,173400.0,Armadyl helmet.png,Armadyl helmet
357,Brimming with potential.,11810,True,200000.0,10000.0,500000.0,300000.0,Armadyl hilt.png,Armadyl hilt
358,Rune kiteshield in the colours of Armadyl.,12478,False,21760.0,8.0,54400.0,32640.0,Armadyl kiteshield.png,Armadyl kiteshield
359,An Armadyl mitre.,12259,True,2000.0,8.0,5000.0,3000.0,Armadyl mitre.png,Armadyl mitre
360,This seems to have been torn from a book...,12617,True,160.0,5.0,400.0,240.0,Armadyl page 1.png,Armadyl page 1
361,This seems to have been torn from a book...,12618,True,160.0,5.0,400.0,240.0,Armadyl page 2.png,Armadyl page 2
362,This seems to have been torn from a book...,12619,True,160.0,5.0,400.0,240.0,Armadyl page 3.png,Armadyl page 3
363,This seems to have been torn from a book...,12620,True,160.0,5.0,400.0,240.0,Armadyl page 4.png,Armadyl page 4
364,Rune platebody in the colours of Armadyl.,12470,False,26000.0,8.0,65000.0,39000.0,Armadyl platebody.png,Armadyl platebody
365,Rune platelegs in the colours of Armadyl.,12472,False,25600.0,8.0,64000.0,38400.0,Armadyl platelegs.png,Armadyl platelegs
366,Rune plateskirt in the colours of Armadyl.,12474,False,25600.0,8.0,64000.0,38400.0,Armadyl plateskirt.png,Armadyl plateskirt
367,Leggings from the Armadyl Vestments.,12255,True,2800.0,8.0,7000.0,4200.0,Armadyl robe legs.png,Armadyl robe legs
368,Armadyl Vestments.,12253,True,2800.0,8.0,7000.0,4200.0,Armadyl robe top.png,Armadyl robe top
369,"A set containing a full helm, platebody, legs and kiteshield.",13052,False,32000.0,8.0,80000.0,48000.0,Armadyl rune armour set (lg).png,Armadyl rune armour set (lg)
370,"A set containing a full helm, platebody, skirt and kiteshield.",13054,False,32000.0,8.0,80000.0,48000.0,Armadyl rune armour set (sk).png,Armadyl rune armour set (sk)
371,An Armadyl stole.,12257,True,1000.0,8.0,2500.0,1500.0,Armadyl stole.png,Armadyl stole
372,High grade material.,27269,True,40000.0,,100000.0,60000.0,Armadylean plate.png,Armadylean plate
373,"Take this to Nigel to give the imbued Saradomin, Guthix or Zamorak Cape a cosmetic theme from Deadman: Armageddon.",29628,True,10000.0,6.0,25000.0,15000.0,Armageddon cape fabric.png,Armageddon cape fabric
374,A fearsome yet stylish souvenir from Deadman: Armageddon.,29619,True,10000.0,,25000.0,15000.0,Armageddon rug.png,Armageddon rug
